title|title(eng)|year|img|score(bl)|score(user)|type|theme|mechanism|bggcode|minplayer|maxplayer|time|mintime|maxtime|age|difficulty
아케인 앨리|Arcane Alley|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/10/23/1540269262-850287.png|0.000|0.00|전쟁|카드 게임|행운을 빕니다,세트 컬렉션|259710|2|6|45|45|45|10|2
스트라이킹 더 앤빌: 오퍼레이션 앤빌 드라군 (배틀스 매거진 #1)|Striking the Anvil: Operation Anvil Dragoon|2009|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/10/27/1540634019-717817.jpg|0.000|0.00|전쟁|전쟁 게임,2차 세계 대전|영역 이동|41788|2|2|60|60|60|12|2.2
번사이클|burncycle|2021|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/11/10/1605019225-913819.jpg|0.000|0.00|전략|주사위,탐험,퍼즐,SF,스파이 / 비밀 요원|액션 포인트,작업 대기열,협동 게임,주사위 굴리기,다이 아이콘 해상도,구획 이동,모듈형 게임판,게임말 동시 이동,자원 소모 이동,시나리오 / 미션 / 캠페인 게임,1인용 게임,가변적 플레이어 능력,가변적 준비|322656|1|4|180|45|180|13|3.9423
불타는 푸른 빛|The Burning Blue|2006|https://boardlife.co.kr/wys2/swf_upload/2022/09/03/1662141415618005.jpg|0.000|0.00|전쟁|항공 / 비행,전쟁 게임,2차 세계 대전|주사위 굴리기,육각형 구획,시뮬레이션|17394|2|2|300|300|300|12|4.0426
리프트 나이츠|Rift Knights|2021|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/11/11/1605020495-857519.jpg|0.000|0.00|전쟁|판타지,전투,중세|핸드 관리,팀 기반 게임,가변적 플레이어 능력|320950|2|6|60|30|60|8|0
하우스 플리퍼|Pigasus|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/11/13/1605194533-855053.jpg|0.000|0.00|어린이|실시간|패턴 인식|271036|2|8|20|20|20|7|1
멀티버스의 센티넬: 지옥의 유물|Sentinels of the Multiverse: Infernal Relics|2012|https://boardlife.co.kr/data/boardgame_strategy/2013/07/01/1372682320-905159.jpg|0.000|0.00|테마|확장 게임,카드 게임,만화 / 연재물,전투|협동 게임,핸드 관리,가변적 플레이어 능력|123726|2|5|30|30|30|13|2.44
아하야|Achaia|2015|https://boardlife.co.kr/wys2/swf_upload/2022/01/20/1642679106475664.jpg|0.000|6.50|전략|고대,주사위,판타지,협상,소설 기반 게임,정치|지역 과반수/영향력,주사위 굴리기,핸드 관리,모듈형 게임판,근로자 배치,주사위로 일꾼 배치|177857|2|5|90|60|90|14|3
셔플 히어로즈|Shuffle Heroes|2015|https://boardlife.co.kr/data/boardgame_strategy/2015/09/25/1443144764-564700.png|0.000|0.00|전략|카드 게임,판타지,전투,공포|핸드 관리,가변적 플레이어 능력|177542|2|2|30|20|30|10|2.0833
콘월|Cornwall|2015|https://boardlife.co.kr/wys2/swf_upload/2022/04/24/1650729020712139.jpg|0.000|0.00|가족||지역 과반수/영향력,감싸기,타일 ​​배치|181328|2|4|30|30|30|8|2.2143
커넥션 카드게임|Connections Card Game|2016|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/11/14/1605296149-950634.jpg|0.000|0.00|전쟁|카드 게임,기억력,파티 게임,단어 게임|협동 게임,기억,투표|204165|2|8|20|5|20|5|0
산타의 작업실|Santa's Workshop|2017|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/10/24/1540368707-2978.jpg|0.000|0.00|전략|신화|근로자 배치|235017|2|5|60|45|60|14|2
콜 투 어드벤쳐: 스톰라이트 아카이브|Call to Adventure: The Stormlight Archive|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/08/02/1596350313-979765.png|0.000|0.00|테마|카드 게임,주사위,판타지,소설 기반 게임|주사위 굴리기,세트 컬렉션,1인용 게임,스토리텔링|266993|1|4|60|30|60|13|1.9167
별들 사이에서: 리바이벌|Among the Stars: Revival|2015|https://boardlife.co.kr/wys2/swf_upload/2022/03/28/1648460959544041.jpg|0.000|0.00|전략|카드 게임,SF|오픈 드래프팅,동시 동작 선택,타일 ​​배치,가변적 단계 순서|170318|2|6|30|30|30|12|2.3158
그라운드 플로어 (2판)|Ground Floor (Second Edition)|2018|https://boardlife.co.kr/wys2/swf_upload/2022/02/02/1643795837731626.jpg|0.000|7.50|전략|도시 건설,경제,산업 / 제조|가변적 플레이어 능력,근로자 배치|255659|1|5|150|90|150|12|3.5833
갠지스의 라자: 구디 박스 1|Rajas of the Ganges: Goodie Box 1|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/11/15/1605370262-314389.jpg|0.000|0.00|전략|주사위,경제,확장 게임,영토 건설|주사위 굴리기,타일 ​​배치,근로자 배치|286383|2|4|75|45|75|12|2.5
페이퍼 던전|Paper Dungeons: A Dungeon Scrawler Game|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/11/17/1605593349-589921.png|0.000|0.00|가족|주사위,판타지,중세|구획 이동,선 그리기,종이와 연필|291962|1|8|30|30|30|10|2.122
H2O랜드|H2Olland|2005|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/11/14/1605341282-745745.jpg|0.000|0.00|전략|경제,환경,농사|타일 ​​배치,가변적 단계 순서|19414|2|4|60|60|60|8|3.2857
스타링크|Starlink|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/08/09/1596923930-130552.png|0.000|0.00|파티|파티 게임|선 그리기|301011|3|6|30|30|30|8|1
스타워즈: 다크 사이드 라이징|Star Wars: Dark Side Rising|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/11/15/1605376344-611865.jpg|0.000|0.00|테마|카드 게임,주사위,영화 / TV / 라디오 테마|협동 게임,주사위 굴리기,오픈 드래프팅,재굴림과 잠금|280986|2|4|45|45|45|10|1.8889
워밴드: 어게인스트 더 다크니스|Warband: Against the Darkness|2015|https://boardlife.co.kr/data/boardgame_strategy/2015/07/05/1436076542-865970.png|0.000|0.00|전략|전투,영토 건설|액션 포인트,지역 과반수/영향력,세트 컬렉션|153905|2|5|60|60|60|10|2.6842
스택트|Stacked|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/11/14/1605283787-634131.jpg|0.000|0.00|전쟁|액션 / 손재주,카드 게임|트릭 테이킹|232501|1|5|45|15|45|14|1
미스트본: 루서델 포위전|Mistborn: The Siege of Luthadel|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/11/14/1605283405-660399.jpg|0.000|0.00|전쟁|카드 게임,확장 게임,판타지,협상,소설 기반 게임|핸드 관리,협상,팀 기반 게임,가변적 플레이어 능력|208122|3|5|120|60|120|13|0
페디그리|Pedigree|2018|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/10/23/1540265853-379330.png|0.000|0.00|가족|동물,경제,농사|주사위 굴리기,핸드 관리,시뮬레이션,동시 동작 선택,거래,가변적 플레이어 능력|234421|1|4|90|60|90|13|2
파이어아벤트|Feierabend|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/03/1601670769-216995.jpg|0.000|0.00|전략|경제,유머,산업 / 제조,정치|수입,투자,다중 지도,경주,1인용 게임,승점을 자원으로 사용,근로자 배치,근로자 배치|310442|1|6|75|45|75|12|2.25
클라우드 스파이어: 업라이징|Cloudspire: The Uprising – Faction/Content Expansion|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/05/1601832992-100105.jpg|0.000|0.00|전쟁|확장 게임,탐험,판타지|작업 대기열,협동 게임,주사위 굴리기,모듈형 게임판,비밀 유닛 배치,1인용 게임,기술 트리 / 기술 트랙,타일 ​​배치,가변적 플레이어 능력|306623|1|4|180|90|180|13|3
레오: 뱀|Leo: The Snake|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/05/1601832059-777097.jpg|0.000|0.00|전쟁|동물,어린이 게임,확장 게임|협동 게임,핸드 관리,기억|292911|2|5|30|30|30|6|0
짜잔!|Tadaaam!|2010|https://boardlife.co.kr/wys2/swf_upload/2022/06/11/1654931673882486.jpg|0.000|0.00|파티|유머,파티 게임|선 그리기,종이와 연필,팀 기반 게임|73543|4|9|30|30|30|8|1.2308
알티플라노: 써니 데이즈|Altiplano: Sunny Days|2018|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/05/1601834451-648819.jpg|0.000|0.00|전쟁|확장 게임|액션 포인트,가변적 플레이어 능력|248378|2|5|120|60|120|12|2.6667
테오티우아칸: 신들의 도시  –  보드게임긱 스토어 프로모|Dice Settlers: Teotihuacan Promo|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/05/1601835644-989322.png|0.000|0.00|전략|미국 서부,문명,주사위,확장 게임,탐험,영토 건설|지역 과반수/영향력,주사위 굴리기,타일 ​​배치|262934|1|4|60|45|60|14|3
마블 챔피언스: 카드 게임 - 닥터 스트레인지 히어로 팩|Marvel Champions: The Card Game – Doctor Strange Hero Pack|2020|https://boardlife.co.kr/wys2/swf_upload/2022/04/03/1648914588787849.png|0.000|0.00|커스터마이징|확장 게임,카드 게임|협동 게임,가변적 플레이어 능력|300878|1|4|0|0|0|14|2.875
게이트폴: 킥스타터 익스클루시브|Gatefall: Kickstarter Exclusives|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/05/1601828328-246691.jpg|0.000|0.00|전쟁|확장 게임,카드 게임,판타지,미니어처,SF,전쟁 게임|액션 포인트,작업 대기열,주사위 굴리기,가변적 플레이어 능력|317341|2|8|180|60|180|13|0
쿼터마스터 제너럴: 제2차 세계대전 총력전|Quartermaster General (Second Edition): Total War|2020|https://boardlife.co.kr/wys2/swf_upload/2022/01/10/1641797622936127.png|0.000|7.00|전쟁|확장 게임,전쟁 게임,2차 세계 대전|캠페인/배틀 카드 주도,핸드 관리,팀 기반 게임,가변적 플레이어 능력|312489|2|6|90|90|90|13|0
클랙스: 디스크월드 보드게임|Clacks: A Discworld Board Game|2015|https://boardlife.co.kr/data/boardgame_strategy/2017/03/31/1490924015-833814.gif|0.000|0.00|추상|추상 전략,소설 기반 게임|액션 포인트,협동 게임,패턴 구축,패턴 인식,치고받기|140279|1|4|45|45|30|8|2.6
가드! 가드! 디스크월드 보드게임|Guards! Guards! A Discworld Boardgame|2011|https://boardlife.co.kr/data/boardgame_strategy/2017/03/31/1490924335-525963.gif|0.000|0.00|테마|판타지,소설 기반 게임|지역 과반수/영향력,영역 이동,주사위 굴리기,비밀 유닛 배치,동시 동작 선택|92776|2|6|120|120|120|11|2.6286
우주 해병대|Space Marine|1989|https://boardlife.co.kr/wys2/swf_upload/2022/05/29/1653763275768411.jpg|0.000|0.00|전쟁|미니어처,SF,전쟁 게임|주사위 굴리기,동시 동작 선택,가변적 플레이어 능력|4001|2|3|120|120|120|12|3.1458
브라더후드 & 유니티|Brotherhood & Unity|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/30/1604060196-759384.jpg|0.000|9.00|전쟁|현대전,정치,전쟁 게임|캠페인/배틀 카드 주도,주사위 굴리기,이동 포인트,지점 이동,시뮬레이션|255570|2|3|240|120|240|14|2.9286
메가 맨 픽셀 택틱스: 메가 맨 블루|Mega Man Pixel Tactics: Mega Man Blue|2017|https://boardlife.co.kr/wys2/swf_upload/2022/08/18/1660766629817038.jpg|0.000|0.00|전략|카드 게임,비디오 게임 테마|핸드 관리,가변적 플레이어 능력|212580|2|2|45|20|45|10|2.75
하이스쿨 드라마: 바시티 에디션|High School Drama: Varsity Edition|2010|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/30/1604056981-838187.jpg|0.000|0.00|전쟁|카드 게임,유머||54604|2|5|60|60|60|12|1.4
테오티우아칸: 신들의 도시 – 맨 vs 미플 프로모|Dice Settlers: Teotihuacan Promo|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/05/1601835928-236292.png|0.000|0.00|전략|미국 서부,문명,주사위,확장 게임,탐험,영토 건설|지역 과반수/영향력,주사위 굴리기,타일 ​​배치|262934|1|4|60|45|60|14|3
테오티우아칸: 신들의 도시  –  데코레이션 타일|Dice Settlers: Teotihuacan Promo|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/05/1601836165-652827.png|0.000|0.00|전략|미국 서부,문명,주사위,확장 게임,탐험,영토 건설|지역 과반수/영향력,주사위 굴리기,타일 ​​배치|262934|1|4|60|45|60|14|3
신더|Cindr|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/27/1603729302-299994.png|0.000|0.00|테마|주사위,판타지,유머|행운을 빕니다,재굴림과 잠금|295478|1|5|40|30|40|14|1.4
북해의 탐험가들: 선원 미니 확장|Explorers of the North Sea: The Crew Mini-Expansion|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/27/1603730239-935006.png|0.000|0.00|전쟁|확장 게임,탐험,중세,해상,출력 가능 게임|액션 포인트,지역 과반수/영향력,구획 이동,모듈형 게임판,세트 컬렉션,타일 ​​배치,가변적 플레이어 능력|306462|1|4|60|45|60|12|1.5
누가 치즈를 훔쳤을까?|Cheese Thief|2020|https://boardlife.co.kr/wys2/swf_upload/2022/02/17/1645077173284543.jpg|0.000|6.88|파티|블러핑,추리,파티 게임|주사위 굴리기|294175|4|8|15|10|15|8|1
WW84: 원더우먼 카드게임|WW84: Wonder Woman Card Game|2021|https://boardlife.co.kr/wys2/swf_upload/2022/08/04/1659547524695823.jpg|0.000|0.00|전쟁|카드 게임,영화 / TV / 라디오 테마|카드 플레이 분쟁 해결,오픈 드래프팅|319145|2|4|25|25|25|14|0
카이주 주식회사|Kaiju Incorporated|2017|https://boardlife.co.kr/wys2/swf_upload/2022/06/19/1655568320135860.jpg|0.000|0.00|전략|카드 게임,유머,SF|오픈 드래프팅,세트 컬렉션|208995|3|5|60|45|60|13|2
크라그모르타|Kragmortha|2007|https://boardlife.co.kr/wys2/swf_upload/2022/08/17/1660678381122811.jpg|0.000|0.00|파티|판타지,유머,파티 게임|﻿연기,영역 이동,오픈 드래프팅,플레이어 탈락|26859|2|8|45|30|45|8|1.4074
타이니 에픽 갤럭시 블라스트 오프!|Tiny Epic Galaxies BLAST OFF!|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/06/1601914011-207077.jpg|0.000|7.50|가족|주사위,SF,우주 탐험|작업 대기열,체이닝,주사위 굴리기,다이 아이콘 해상도,후속 행동,경주,재굴림과 잠금,트랙 이동|317105|2|4|45|30|45|9|1.9231
못생긴 크리스마스 스웨터|Ugly Christmas Sweaters|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/06/1601913658-788726.jpg|0.000|0.00|가족|카드 게임|핸드 관리,오픈 드래프팅,세트 컬렉션,트릭 테이킹|285071|2|4|60|30|60|8|2.4
히어로패스: 드래곤 로어 -  동맹과 함께|Heropath: Dragon Roar|2018|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/28/1603822578-400606.png|0.000|0.00|전쟁|모험,주사위,탐험,판타지,전투,중세,미니어처,여행|액션 포인트,작업 대기열,영역 이동,주사위 굴리기,핸드 관리,오픈 드래프팅,역할 놀이,거래,가변적 플레이어 능력|238412|1|4|120|60|120|12|3.7647
레벨 7 [오메가 프로토콜]: 알려진 적 보너스 컨덴트|Level 7 [Omega Protocol]: Known Enemy Bonus Content|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/05/1601901735-835068.jpg|0.000|0.00|전쟁|확장 게임,전투,공포,미니어처,SF|액션 포인트,주사위 굴리기,구획 이동,모듈형 게임판,시나리오 / 미션 / 캠페인 게임,팀 기반 게임,가변적 플레이어 능력|293099|2|6|90|60|90|0|0
암브로시아|Ambrosia|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/06/1601911880-27482.jpg|0.000|0.00|전쟁|동물|지역 과반수/영향력,모듈형 게임판,가변적 플레이어 능력|282055|2|4|50|30|50|8|2.6667
다이스 어폰 어 타임|Dice Upon a Time|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/06/1601912226-477445.jpg|0.000|0.00|가족|모험,서적,주사위,판타지|작업 대기열,주사위 굴리기,수령과 배달,역할 놀이,치고받기|264278|2|5|60|45|60|10|1.75
더 팬텀 소사이어티|The Phantom Society|2013|https://boardlife.co.kr/wys2/swf_upload/2022/08/30/1661793920737285.jpg|0.000|0.00|가족|추상 전략,추리|구획 이동,비밀 유닛 배치,팀 기반 게임|142197|2|4|20|20|20|8|1.5
호스 앤 머스킷: 애뉴얼 #1|Horse & Musket: Annual #1|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/30/1604061625-188083.jpg|0.000|0.00|전쟁|이성의 시대,미국 인디언 전쟁,확장 게임,창과 총,전쟁 게임|액션 포인트,주사위 굴리기,육각형 구획,모듈형 게임판|257085|1|2|60|30|60|12|3
메르브: 실크로드의 심장|Merv: The Heart of the Silk Road|2020|https://boardlife.co.kr/wys2/swf_upload/2022/02/19/1645281710566332.jpg|0.000|7.87|전략|아라비안,도시 건설,경제,중세|계약,모듈형 게임판,소유권,세트 컬렉션,1인용 게임,정사각형 그리드,트랙 이동,가변적 준비|306040|1|4|90|90|90|14|3.4438
클라우드 스파이어: 그리지|Cloudspire: Griege – Faction Expansion|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/09/22/1600705121-87823.jpg|0.000|0.00|전쟁|확장 게임,탐험,판타지|작업 대기열,협동 게임,주사위 굴리기,모듈형 게임판,비밀 유닛 배치,1인용 게임,기술 트리 / 기술 트랙,타일 ​​배치,가변적 플레이어 능력|269415|1|4|180|90|180|13|4
사이공 75|Saigon 75|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/09/21/1600686509-74964.jpg|0.000|0.00|전쟁|내전,교육,현대전,베트남 전쟁,전쟁 게임|액션 포인트,지역 과반수/영향력,영역 이동,주사위 굴리기,이벤트,시뮬레이션,1인용 게임,가변적 준비|232461|1|2|60|60|60|10|2.25
우리는 이 또한 테플 해 보지 않았다|We Didn't Playtest This Either|2009|https://boardlife.co.kr/data/boardgame_strategy/2017/04/19/1492569252-347883.gif|0.000|0.00|파티|카드 게임,유머,파티 게임|핸드 관리,가위 바위 보,투표|42448|2|10|10|1|10|12|1.2143
퓨빌|Feuville|2017|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/11/01/1604178327-164247.jpg|0.000|0.00|전쟁|주사위|주사위 굴리기,근로자 배치|220878|2|4|60|60|60|10|2.3333
류리크: 스톤 & 블레이드|Rurik: Stone & Blade|2021|https://boardlife.co.kr/wys2/swf_upload/2022/04/01/1648745154855500.jpg|0.000|0.00|전략|문명,경제,확장 게임,중세,미니어처,영토 건설|지역 과반수/영향력,영역 이동,경매/입찰,1인용 게임,치고받기,가변적 플레이어 능력|312983|1|4|140|70|140|14|3.2
시즈 더 빈|Seize the Bean|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/11/01/1604177725-301333.jpg|0.000|0.00|전략|액션 / 손재주,카드 게임,경제|핸드 관리,오픈 드래프팅,세트 컬렉션,치고받기,근로자 배치|211364|1|4|90|45|90|10|2.8
슈퍼-스킬 핀볼: 4-케이드|Super-Skill Pinball: 4-Cade|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/09/20/1600542474-684886.jpg|0.000|0.00|가족|주사위|빙고,주사위 굴리기,종이와 연필,롤 / 스핀 및 이동,1인용 게임|302524|1|4|30|30|30|12|2.2286
잎사귀|Rustling Leaves|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/11/01/1604178644-406329.jpg|0.000|0.00|가족|주사위,환경|주사위 굴리기,구획 덮기,선 그리기,종이와 연필,행운을 빕니다,세트 컬렉션|313531|2|6|20|20|20|8|1.7
마데이라 콜렉터즈 에디션|Madeira Collector's Edition|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/11/01/1604179300-98155.jpg|0.000|0.00|전쟁|주사위,경제,농사,해상|지역 과반수/영향력,주사위 굴리기,주사위로 일꾼 배치|289843|2|4|150|60|150|12|4.125
캐스캐디아|Cascadia|2021|https://boardlife.co.kr/wys2/swf_upload/2022/01/25/1643045818346173.jpg|0.000|8.26|가족|동물,퍼즐|게임 종료 보너스,육각형 구획,오픈 드래프팅,패턴 구축,1인용 게임,타일 ​​배치,가변적 준비|295947|1|4|45|30|45|10|1.8624
토바고: 화산|Tobago: Volcano|2020|https://boardlife.co.kr/wys2/swf_upload/2022/01/28/1643355536171427.jpg|0.000|0.00|테마|모험,추리,확장 게임,탐험|추리,구획 이동,핸드 관리,육각형 구획,모듈형 게임판,행운을 빕니다|319398|2|4|45|45|45|10|2
마블 챔피언스: 카드 게임 - 그린 고블린 시나리오 팩|Marvel Champions: The Card Game – The Green Goblin Scenario Pack|2019|https://boardlife.co.kr/wys2/swf_upload/2022/03/12/1647063357769688.jpg|0.000|9.00|커스터마이징|확장 게임,카드 게임|협동 게임,가변적 플레이어 능력|288794|1|4|0|0|0|0|2.9
픽스 믹스|Pix Mix|2010|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/09/19/1600513841-424979.jpg|0.000|0.00|파티|퍼즐|패턴 인식|85564|2|4|20|20|20|8|1
퍼서비어런스: 조난자 연대기 -에피소드 1&2|Perseverance: Castaway Chronicles – Episodes 1 & 2|2021|https://boardlife.co.kr/wys2/swf_upload/2022/01/16/16422684607974.jpg|0.000|0.00|전략|도시 건설,주사위,탐험,SF|지역 과반수/영향력,주사위 굴리기,시나리오 / 미션 / 캠페인 게임,타일 ​​배치,근로자 배치,주사위로 일꾼 배치|256997|1|4|180|80|180|14|4.2118
전격전의 전설: 1940년 프랑스 전투|The Blitzkrieg Legend: The Battle for France 1940|2012|https://boardlife.co.kr/wys2/swf_upload/2022/07/23/1658505711957517.jpg|0.000|9.65|전쟁|전쟁 게임,2차 세계 대전|주사위 굴리기,육각형 구획,시뮬레이션|65936|2|2|2880|2880|2880|14|3.8889
아웃로우드!|OutLawed!|2017|https://boardlife.co.kr/data/boardgame_strategy/2017/04/18/1492494928-493522.gif|0.000|0.00|파티|미국 서부,동물,블러핑,카드 게임,유머|핸드 관리|207883|2|5|30|15|30|10|1.25
키타라|Kitara|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/11/01/1604157455-808115.png|0.000|0.00|가족||지역 과반수/영향력,영역 이동,핸드 관리,오픈 드래프팅|293267|2|4|40|40|40|10|2.3077
넉아웃|Knock-Out|2003|https://boardlife.co.kr/data/boardgame_strategy/2017/04/17/1492400877-192372.gif|0.000|0.00|전쟁|추상 전략,수학|주사위 굴리기|16945|2|4|20|20|20|0|1
먼치킨 엑스맨|Munchkin X-Men|2016|https://boardlife.co.kr/data/boardgame_strategy/2017/04/06/1491448071-393724.gif|0.000|0.00|테마|카드 게임,만화 / 연재물,전투|주사위 굴리기,오픈 드래프팅,치고받기,가변적 플레이어 능력|213670|3|4|120|60|120|10|2.2
드래곤 펀치|Dragon Punch|2014|https://boardlife.co.kr/wys2/swf_upload/2022/08/27/1661534193164886.jpg|0.000|0.00|가족|전투,비디오 게임 테마|핸드 관리,가위 바위 보,동시 동작 선택|172866|2|2|10|5|10|12|1.4
프리덤 파이브: 센티널 코믹스 보드게임|Freedom Five: A Sentinel Comics Board Game|2021|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/11/01/1604157125-698880.png|0.000|0.00|테마|만화 / 연재물|협동 게임,1인용 게임|311731|1|5|90|90|90|14|2.5
마블 챔피언스: 카드 게임 - 블랙 위도우 히어로 팩|Marvel Champions: The Card Game – Black Widow Hero Pack|2020|https://boardlife.co.kr/wys2/swf_upload/2022/08/09/1660046357889826.png|0.000|0.00|커스터마이징|카드 게임,만화 / 연재물,확장 게임|협동 게임,1인용 게임,가변적 플레이어 능력|299049|1|4|90|45|90|14|2.9
아이스 플로우|Ice Flow|2008|https://boardlife.co.kr/data/boardgame_strategy/2013/06/19/1371649564-342251.jpg|0.000|9.00|전략|동물,퍼즐,여행|편향,구획 이동,육각형 구획,경주,자원 소모 이동,타일 ​​배치,가변적 준비|31133|2|4|75|45|75|11|2.1511
국립공원 트레킹|Trekking the National Parks|2014|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/09/25/1601037175-597041.png|0.000|0.00|가족|교육,환경,여행|핸드 관리,오픈 드래프팅,지점 이동,세트 컬렉션|154428|2|6|60|30|60|8|1.6842
아크라이트: 카드 게임|Arkwright: The Card Game|2021|https://boardlife.co.kr/wys2/swf_upload/2022/02/15/164486142489059.jpg|0.000|6.10|전략|카드 게임,산업 / 제조|대출,시장,주식 보유|300664|1|4|100|60|100|12|3.9762
히어로즈 오브 랜드, 에어 & 씨: 용병 확장팩 #3|Heroes of Land Air & Sea: Mercenaries Expansion Pack #3|2018|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/09/26/1601052173-225887.jpg|0.000|0.00|전쟁|확장 게임,탐험,판타지,전투,중세,미니어처,전쟁 게임|액션 포인트,지역 과반수/영향력,치고받기,가변적 플레이어 능력,근로자 배치|274789|1|4|180|120|180|14|3.5
리마의 약탈|Loot of Lima|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/09/26/1601052969-833750.jpg|0.000|0.00|추상|추리,살인 / 미스터리,해적|1회용 능력,종이와 연필,비대칭 역할 정보,단판 승부 게임|293972|1|5|90|60|90|12|2.8
아르마타 스트리고이|Armata Strigoi|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/09/26/1601053999-285002.jpg|0.000|0.00|테마|모험,판타지,전투,미니어처|협동 게임,핸드 관리,모듈형 게임판,동시 동작 선택,가변적 단계 순서,가변적 플레이어 능력|284751|2|5|90|60|90|14|2.1818
마운티니어즈|Mountaineers|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/26/1603643823-228426.jpg|0.000|0.00|전략|모험,탐험|지역 과반수/영향력,모듈형 게임판,패턴 구축,지점 이동,가변적 플레이어 능력|233932|1|6|180|30|180|13|2.3333
몬타나: 롱혼|Montana: Longhorns|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/09/1602175308-563705.jpg|0.000|0.00|전쟁|확장 게임,미국 서부,도시 건설,영토 건설|경매/입찰,세트 컬렉션,근로자 배치|287207|2|4|45|45|45|10|2
스컬덕!|Skulldug!|2015|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/19/1603046090-420989.jpg|0.000|0.00|가족|모험,탐험,판타지|액션 포인트,주사위 굴리기,타일 ​​배치,가변적 플레이어 능력|171234|1|6|90|45|90|13|2
로제타: 잃어버린 언어|Rosetta: The Lost Language|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/19/1603045685-791078.png|0.000|0.00|가족|고대,카드 게임,추리,출력 가능 게임,퍼즐|협동 게임,귀납 추론,패턴 인식|286770|2|5|25|25|25|8|2
가네샤|Ganesha|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/20/1603197019-552102.jpg|0.000|0.00|가족|추상 전략,종교|오픈 드래프팅,패턴 구축,세트 컬렉션|297734|2|4|45|20|45|8|1.6667
큐레이터|Curators|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/21/1603207521-376536.png|0.000|0.00|가족|고대,경제|수령과 배달,세트 컬렉션,타일 ​​배치,거래|264212|1|4|75|45|75|14|2.4
영지: 프랑스 1429 - 정치|Baron|2015|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/21/1603208679-564790.jpg|0.000|0.00|전략|중세,영토 건설|모듈형 게임판,타일 ​​배치|22085|2|5|60|60|60|10|2.1905
영지: 프랑스 1429 - 템플 기사단 확장|Baron|2015|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/21/1603208338-84231.jpg|0.000|0.00|전략|중세,영토 건설|모듈형 게임판,타일 ​​배치|22085|2|5|60|60|60|10|2.1905
