범피플보드게임카페 보드카페,"경기 성남시 분당구 황새울로214번길 8 NS프라자 8층
(지번) 수내동 21-1","영업중
매일 15:00 ~ 03:00","070-8128-5959
"
더룸보드카페 보드카페,"서울 중구 명동8길 37-14
(지번) 충무로2가 66-4",,
올리브보드카페 보드카페,"서울 강남구 테헤란로64길 25 4층
(지번) 대치동 896-1",,"
"
999존 보드카페,"서울 강남구 학동로2길 56 3층
(지번) 논현동 164-14",,"
"
위너보드카페 보드카페,"서울 영등포구 여의대방로 379 제일빌딩 지하 1층
(지번) 여의도동 44-35",,"
"
아수라발발타 보드카페,"서울 서초구 논현로17길 3
(지번) 양재동 277","
영업시간 월~금 09:00 ~ 21:00","02-578-0277
"
큐빅보드카페 보드카페,"서울 송파구 백제고분로7길 6-15 3층
(지번) 잠실동 195-4","영업중
매일 15:00 ~ 05:00","02-424-2442
"
보드까페칸 보드카페,"서울 강남구 언주로172길 55 4층
(지번) 신사동 662-6",,"070-4001-9352
"
미니미 보드게임 룸카페 보드카페,"서울 성북구 동소문로22길 43 4, 5층
(지번) 동선동1가 85-107","
영업시간 월~금 13:00 ~ 23:30",
갤러리보드게임카페 보드카페,"대구 중구 동성로3길 75
(지번) 공평동 16-19",,
디플랜 1호점 보드카페,"서울 금천구 벚꽃로 216
(지번) 가산동 239-12",,
플렉스보드카페 보드카페,"서울 양천구 신정중앙로 94
(지번) 신정동 902-3","
영업시간 월~금 14:00 ~ 02:00","02-2604-3628
"
피케이홀덤 보드카페,"경기 안양시 동안구 관평로305번길 39
(지번) 관양동 1384-29",,
131보드카페 보드카페,"서울 용산구 보광로 124
(지번) 이태원동 131-3",,
플레이 보드카페,"서울 중구 필동로 31 2층
(지번) 필동3가 43-3",,"02-2272-3179
"
빌보드게임카페 보드카페,"서울 마포구 양화로21길 17 2층
(지번) 동교동 154-2","
영업시간 월~금 14:00 ~ 23:00","0507-1458-1258
"
화성스토어 보드카페,"광주 북구 우치로100번길 12 2층
(지번) 용봉동 158-1","
영업시간 매일 13:00 ~ 20:00","062-682-4933

"
카페벨라151 보드카페,"광주 동구 동계천로 151 지하1층
(지번) 동명동 72-12",,
올인(ALL-IN) 보드카페,"광주 광산구 임방울대로 352
(지번) 수완동 1079",,
매드포미니어쳐 보드카페,"서울 광진구 광나루로17길 14-5 지하 1층
(지번) 군자동 371-4",,"02-462-1083

"
올드다이스보드게임 보드카페,"서울 영등포구 영신로41길 2 지하1층
(지번) 당산동1가 183-1","
영업시간 화~일 11:00 ~ 21:00","
"
24시아지트 보드카페,"인천 남동구 인하로489번길 16 세동네오스빌딩 801호
(지번) 구월동 1467",,"032-433-6211
"
펀타임 대학로 보드카페,"서울 종로구 대명길 24 5층
(지번) 명륜2가 36-1","
영업시간 매일 12:00 ~ 24:00",
레드버튼 노원점 보드카페,"서울 노원구 노해로79길 6-19 나동 4층 1, 2호
(지번) 상계동 617","
영업시간 월~목 13:00 ~ 01:00","02-931-3799

"
마작스쿨 역곡마장 보드카페,"경기 부천시 경인로 505 역곡하이뷰 6층 601호
(지번) 괴안동 113-1","
영업시간 매일 11:00 ~ 23:00","010-6561-6009

"
KK홀덤바 보드카페,"서울 강남구 논현로 507
(지번) 역삼동 642-6","영업중
매일 00:00 ~ 24:00","010-7652-5144
"
룰렛 보드카페,"인천 부평구 부평대로20번길 17-1
(지번) 부평동 201-18",,"070-7333-2080

"
더조커 보드카페,"경기 의정부시 태평로73번길 56 4층
(지번) 의정부동 176-20","
영업시간 매일 13:00 ~ 21:00","031-840-5088
"
트리플엠 보드카페,"서울 강남구 도곡로 189 정금빌딩 지하1층
(지번) 역삼동 798-20",,"02-6213-0333

"
위플미플보드게임카페 보드카페,"서울 강서구 화곡로27길 14 3층
(지번) 화곡동 1062-2",,"02-3663-4922

"
봉보드카페 보드카페,"서울 강남구 학동로20길 54 지하1층
(지번) 논현동 147-2",,
네가오길기다려(NEO) 보드카페,"서울 마포구 와우산로17길 22 5층
(지번) 서교동 407-17","
영업시간 매일 10:00 ~ 22:00","010-7586-5704

"
피치브라더스 보드카페,"서울 강동구 올림픽로70길 51 5층
(지번) 천호동 415-33","
영업시간 월,화,수,목,일 13:00 ~ 24:00","02-6012-4860

"
더벙커 보드카페,"서울 동대문구 회기로21길 34 지하1층
(지번) 회기동 25","
영업시간 월~토 12:00 ~ 21:00","02-960-3100
"
떼구르르보드게임카페 보드카페,"서울 강북구 도봉로10길 22 4층
(지번) 미아동 55-3","
영업시간 매일 12:00 ~ 24:00","02-945-5235
"
스다하크보드카페 보드카페,"서울 강남구 강남대로118길 22 3층
(지번) 논현동 183-6",,
아지트 보드카페 보드카페,"경기 부천시 소향로 203 2층 203, 204호
(지번) 중동 1152-3","영업중
월~목 14:00 ~ 04:00","010-8072-0059

"
보드타운 보드카페,"인천 남동구 구월로 362 명품프라자 3층
(지번) 만수동 948-5","
영업시간 월~금 14:00 ~ 02:00","010-4096-0120

"
리치보드게임 보드카페,"광주 서구 군분2로 5
(지번) 화정동 782-26",,
지니어스클럽 보드카페,"강원 원주시 북원로 2235-6
(지번) 단계동 853-5",,
프리다 보드카페,"서울 중랑구 동일로 715
(지번) 상봉동 128-89",,
1st홀덤펍 보드카페,"경기 부천시 상동로 79 3층
(지번) 상동 544-9",,
안녕보드야 보드카페,"인천 서구 중봉대로586번길 15 청연프라자 9층
(지번) 청라동 163-2","
영업시간 매일 12:00 ~ 24:00","032-561-2110

"
모모보드게임카페 압구정점 보드카페,서울 강남구 신사동 578-4 형원빌딩 지하1층,,
제임스보드카페 보드카페,"서울 강남구 언주로85길 23-10
(지번) 역삼2동 723-31",,
아수라발발타 보드카페,"서울 마포구 마포대로4나길 7 2층
(지번) 도화동 290-10",,"02-702-6443
"
다이스홀릭 보드카페,"서울 송파구 가락로 112
(지번) 석촌동 296",,"02-423-5251
"
홈즈앤루팡 일산점 보드카페,"경기 고양시 일산동구 정발산로 23 호수빌딩 5층 501호
(지번) 장항동 862-1","
영업시간 월~금 13:00 ~ 00:00","031-907-9288
"
하얗다가얼마나 보드라운지 보드카페,서울 광진구 화양동 94-61,"
영업시간 매일 13:00 ~ 23:00","02-497-5789
"
슈퍼보드 보드카페,"서울 성북구 동소문로20길 29-17 3층
(지번) 동선동1가 4-4","
영업시간 매일 13:00 ~ 23:00","02-929-0049

"
파이널나인 경산영대점 보드카페,"경북 경산시 대학로59길 6 3층
(지번) 조영동 280-15","영업중
매일 19:00 ~ 05:00","010-3981-7237
"
바니 슬라임&보드게임카페 보드카페,"경기 구리시 산마루로 19 진영트윈타워 B동 402호
(지번) 갈매동 605-2","
영업시간 월~금 13:00 ~ 20:00","070-4205-1122

"
미소쿱 보드카페,"경기 부천시 부천로39번길 42 3층
(지번) 심곡동 377-41",,"070-4252-5010

"
아지트보드게임카페 보드카페,"서울 송파구 올림픽로12길 4-23
(지번) 잠실동 180-6",,"02-412-2848
"
워너플레이 보드카페,"서울 강동구 천호대로 1128 504호
(지번) 성내동 378",,
크림 보드카페,"서울 강남구 도산대로49길 13
(지번) 신사동 648-12",,"02-548-8155
"
아발론 보드게임카페 보드카페,"서울 강북구 노해로8길 22 경남아너스빌 2층 210호
(지번) 수유동 229-49","
영업시간 월~목 14:00 ~ 24:00","070-8872-8716

"
제이제이보드까페 보드카페,"서울 강남구 삼성로84길 14
(지번) 대치동 957-20",,"02-508-4106
"
재미난용봉마을보드게임카페 보드카페,"광주 북구 비엔날레로 103
(지번) 용봉동 1035",,"010-5090-7982
"
나인보드카페 보드카페,"서울 강동구 천호대로157길 15 4층
(지번) 천호동 454-54",,
꼬꼬지보드게임 보드카페,"서울 성동구 왕십리로 410 센트라스 I동 182호
(지번) 하왕십리동 1070","
영업시간 월~금 13:00 ~ 20:00","070-4795-2547
"
써니놀토보드게임 보드카페,"서울 송파구 송파대로28길 32
(지번) 가락동 79-7",,
위너보드카페 보드카페,"서울 마포구 마포대로4길 30-3 2층
(지번) 도화동 55",,
구리 초이스홀덤펍 보드카페,"경기 구리시 체육관로172번길 30 3층
(지번) 수택동 374-11","영업중
매일 18:00 ~ 05:00",
로티플 보드카페,"충북 제천시 대학로15길 1 3층
(지번) 신월동 1253",,
모두다 보드카페,"서울 마포구 양화로12길 8-5 세르보빌딩 3층
(지번) 서교동 395-138",,"
"
보드게임카페클루 보드카페,"서울 은평구 응암로 168 지하
(지번) 응암동 603-62","
영업시간 월~금 14:00 ~ 23:00","010-4228-1140

"
킹콩보드게임 보드카페,"서울 강남구 선릉로157길 14-8
(지번) 신사동 663-21",,
생각노리 보드&체스 보드카페,"서울 영등포구 영중로 75-1 2층 201호
(지번) 영등포동7가 44-4",,"010-9210-4284
"
나눔파티카페 보드카페,"서울 양천구 월정로 66 2층 202호
(지번) 신월동 447-1","
영업시간 매일 13:00 ~ 23:00 · 브레이크타임 매일 18:00 ~ 19:00","070-7756-1582

"
에이비씨보드카페 보드카페,"경기 광주시 포돌이로 3
(지번) 경안동 433-16",,
아쿠아보드카페 보드카페,"서울 송파구 중대로9길 51
(지번) 가락동 91-5",,
정글비 청라점 보드카페,"인천 서구 중봉대로612번길 10-8 반안프라자 204호
(지번) 청라동 162-4","
영업시간 월~금 14:00 ~ 24:00","032-564-3337

"
다이스까페 조대점 보드카페,"광주 동구 필문대로287번길 15-29 지하 1층
(지번) 지산동 520-1",,"062-226-1144
"
블랙다이아몬드 보드카페,"서울 강남구 선릉로157길 14-7
(지번) 신사동 663-17",,
다같이굴려라 보드카페,"경기 부천시 길주로 111 센타프라자 303호
(지번) 상동 535-8",,
보드스쿨 홍대점 보드카페,"서울 마포구 어울마당로 118 천마빌딩 지하1층
(지번) 서교동 345-2","
영업시간 월~금 13:00 ~ 23:00",
레전드보드카페 보드카페,"경기 성남시 중원구 광명로 13 2층
(지번) 성남동 3196",,
루빅스 보드카페,"서울 송파구 백제고분로7길 32-11
(지번) 잠실동 188-2",,"02-416-6882
"
모나코홀덤 보드카페,"인천 남동구 백범로 132 만수프라자 4층 401호
(지번) 만수동 39","
영업시간 월~금 19:00 ~ 02:00","032-566-9618
"
팜스보드게임카페 진주경상대점 보드카페,"경남 진주시 진주대로 518 Y존빌딩 3층
(지번) 가좌동 480-7","
영업시간 월~금 13:00 ~ 01:00","
"
더블업보드카페 보드카페,"서울 송파구 백제고분로7길 32-17
(지번) 잠실동 188-11",,
보드스쿨 대학로점 보드카페,"서울 종로구 대학로 143 3층
(지번) 혜화동 167-3","
영업시간 월~금 13:00 ~ 22:00","02-765-8658
"
골목대장보드카페 보드카페,"서울 강남구 선릉로161길 19
(지번) 신사동 662-9",,
캐슬에이 홀덤펍 보드카페,"서울 마포구 와우산로21길 19-11 3층
(지번) 서교동 362-15","영업중
매일 20:00 ~ 09:00",
더플레이보드게임카페 보드카페,"경기 광명시 오리로854번길 16-10 5층
(지번) 철산동 422",,"02-2688-0882
"
포카드홀덤펍 펜타힐즈점 보드카페,"경북 경산시 펜타힐즈2로 25 힐즈스퀘어4차 2층 201호
(지번) 중산동 638-1","영업중
매일 00:00 ~ 24:00","010-4720-7148
"
비비 보드게임카페 보드카페,"서울 서초구 주흥3길 6
(지번) 반포동 742-18",,
디자인분더 보드카페,"서울 강남구 역삼로63길 21
(지번) 대치동 899-4",,
쿤보드카페 보드카페,"서울 강남구 압구정로42길 32
(지번) 신사동 635-13",,"02-548-6668

"
에이스보드게임카페 보드카페,"서울 동대문구 전농로 94
(지번) 답십리동 68-1",,
히든보드카페 보드카페,"서울 구로구 시흥대로163길 12 3층 301호
(지번) 구로동 1127-18",,"070-4211-0214
"
블랙조커 보드카페,"서울 마포구 성암로 223-1 지하1층
(지번) 상암동 2-10",,
아토즈라운지 보드카페,"서울 서초구 강남대로83길 46 지하1층
(지번) 반포동 733",,
카페비 보드카페,"경기 구리시 이문안로99번길 10-9
(지번) 수택동 453-23",,"031-562-3888
"
모드니 헤이븐 보드카페,"서울 강남구 언주로71길 5-10 지하 1층
(지번) 역삼동 773-14",,"
"
레드다이스 보드카페,"서울 종로구 창경궁로29길 25 명륜빌딩 2층 202호
(지번) 명륜3가 127","
영업시간 매일 13:00 ~ 23:00","070-7581-3501

"
시카고보드카페 보드카페,"서울 관악구 신림로 391
(지번) 신림동 1429-1",,
베가스 보드카페,"서울 관악구 봉천로 250
(지번) 신림동 1428-6",,
AOA 보드카페,"서울 송파구 백제고분로7길 42-12
(지번) 잠실동 187-16",,
놀러와 보드카페,"서울 송파구 백제고분로33길 29
(지번) 석촌동 4-6",,
놀이터보드카페 압구정 보드카페,"서울 강남구 선릉로161길 17
(지번) 신사동 662-14",,
플레이이너프 보드카페,"인천 남동구 구월로 159 4층
(지번) 간석동 292-4",,
엠지엠 보드카페,"서울 강남구 선릉로155길 15 지하 1층
(지번) 신사동 655-3",,"02-3445-2660
"
쇼보드게임카페 보드카페,"경기 구리시 이문안로 72
(지번) 수택동 850",,
보드스쿨 연신내점 보드카페,"서울 은평구 연서로29길 19 금화빌딩 3층
(지번) 갈현동 453-1",,"02-6082-8658

"
보드아일랜드 보드카페,"서울 관악구 신원로 38 지하1층
(지번) 신림동 1637-23","
영업시간 매일 12:00 ~ 24:00","02-6235-1595
"
겜지노 보드카페,"서울 강남구 도산대로51길 40
(지번) 신사동 657-32",,"02-541-7727
"
상상보드카페 보드카페,"서울 관악구 신림로 376
(지번) 신림동 1428-12",,
게임사피엔스 보드카페,"경기 부천시 길주로 280 프리머스 부천타워 407호
(지번) 중동 1141-2",,
메이저보드카페 보드카페,"경기 부천시 원종로 136
(지번) 고강동 338-12",,
플레이보드 성신여대점 보드카페,"서울 성북구 동소문로22길 30 3층
(지번) 동선동1가 4-2",,"02-953-0623
"
마블보드카페 보드카페,"서울 강남구 논현로95길 29-13
(지번) 역삼동 644-3",,
스테이보드카페 보드카페,"서울 용산구 서빙고로95길 22
(지번) 보광동 63-2",,
한라봉보드스토리 보드카페,"경기 안양시 만안구 박달로539번길 41 202호
(지번) 박달동 61-6",,"010-3940-2091
"
스마일 보드카페,"서울 영등포구 신길로 110 2층
(지번) 신길동 3503",,
프리스콜레 김포점 보드카페,"경기 김포시 풍무로146번길 52-13
(지번) 풍무동 156-5","
영업시간 매일 11:00 ~ 24:00","031-981-3112
"
땅콩보드카페 보드카페,"서울 동대문구 서울시립대로 36
(지번) 전농동 647-1",,
보드까페갤럭시 보드카페,"경기 광명시 광명로 841
(지번) 광명동 290-14",,
보드스쿨 보드카페,"서울 은평구 연서로29길 7
(지번) 갈현동 456-6",,
잭보드카페 보드카페,"경기 부천시 조마루로297번길 51 2층
(지번) 중동 1133-3",,"032-329-0010
"
302호보드게임 보드카페,"서울 마포구 양화로 157 파라다이스텔 3층 302호
(지번) 동교동 159-6","
영업시간 화~금 12:00 ~ 23:00","010-6291-0599

"
보드게임 마스 보드카페,"경기 광명시 오리로 938 3층
(지번) 광명동 126-18",,"010-5388-4401
"
별보드게임 보드카페,"경기 하남시 미사강변중앙로 220
(지번) 망월동 1079-1",,
